Effective date ,S&P 500 Carbon Efficient Index (USD),,,,,,,,
06.06.18,361.89,,,,,,,,
07.06.18,361.66,,,,,,,,
08.06.18,362.76,,,,,,,,
11.06.18,363.16,,,,,,,,
12.06.18,363.75,,,,,,,,
13.06.18,362.25,,,,,,,,
14.06.18,363.13,,,,,,,,
15.06.18,362.8,,,,,,,,
18.06.18,361.91,,,,,,,,
19.06.18,360.37,,,,,,,,
20.06.18,361.01,,,,,,,,
21.06.18,358.76,,,,,,,,
22.06.18,359.4,,,,,,,,
25.06.18,354.59,,,,,,,,
26.06.18,355.27,,,,,,,,
27.06.18,352.31,,,,,,,,
28.06.18,354.39,,,,,,,,
29.06.18,354.63,,,,,,,,
02.07.18,355.64,,,,,,,,
03.07.18,353.91,,,,,,,,
05.07.18,356.86,,,,,,,,
06.07.18,359.96,,,,,,,,
09.07.18,363.35,,,,,,,,
10.07.18,364.58,,,,,,,,
11.07.18,361.97,,,,,,,,
12.07.18,364.99,,,,,,,,
13.07.18,365.34,,,,,,,,
16.07.18,365.03,,,,,,,,
17.07.18,366.44,,,,,,,,
18.07.18,367.09,,,,,,,,
19.07.18,365.6,,,,,,,,
20.07.18,365.23,,,,,,,,
23.07.18,365.9,,,,,,,,
24.07.18,367.62,,,,,,,,
25.07.18,370.89,,,,,,,,
26.07.18,369.78,,,,,,,,
27.07.18,367.46,,,,,,,,
30.07.18,365.38,,,,,,,,
31.07.18,367.13,,,,,,,,
01.08.18,366.84,,,,,,,,
02.08.18,368.59,,,,,,,,
03.08.18,370.2,,,,,,,,
06.08.18,371.3,,,,,,,,
07.08.18,372.27,,,,,,,,
08.08.18,372.17,,,,,,,,
09.08.18,371.65,,,,,,,,
10.08.18,369.12,,,,,,,,
13.08.18,367.71,,,,,,,,
14.08.18,370.13,,,,,,,,
15.08.18,367.32,,,,,,,,
16.08.18,370.36,,,,,,,,
17.08.18,371.47,,,,,,,,
20.08.18,372.41,,,,,,,,
21.08.18,373.18,,,,,,,,
22.08.18,373.05,,,,,,,,
23.08.18,372.37,,,,,,,,
24.08.18,374.6,,,,,,,,
27.08.18,377.45,,,,,,,,
28.08.18,377.56,,,,,,,,
29.08.18,379.67,,,,,,,,
30.08.18,377.97,,,,,,,,
31.08.18,378.04,,,,,,,,
04.09.18,377.4,,,,,,,,
05.09.18,376.33,,,,,,,,
06.09.18,375.06,,,,,,,,
07.09.18,374.19,,,,,,,,
10.09.18,374.84,,,,,,,,
11.09.18,376.29,,,,,,,,
12.09.18,376.63,,,,,,,,
13.09.18,378.6,,,,,,,,
14.09.18,378.76,,,,,,,,
17.09.18,376.69,,,,,,,,
18.09.18,378.69,,,,,,,,
19.09.18,379.19,,,,,,,,
20.09.18,382.1,,,,,,,,
21.09.18,382.01,,,,,,,,
24.09.18,380.51,,,,,,,,
25.09.18,379.96,,,,,,,,
26.09.18,378.68,,,,,,,,
27.09.18,379.71,,,,,,,,
28.09.18,379.8,,,,,,,,
01.10.18,381.31,,,,,,,,
02.10.18,381.26,,,,,,,,
03.10.18,381.59,,,,,,,,
04.10.18,378.5,,,,,,,,
05.10.18,376.37,,,,,,,,
08.10.18,376.25,,,,,,,,
09.10.18,375.69,,,,,,,,
10.10.18,363.48,,,,,,,,
11.10.18,355.87,,,,,,,,
12.10.18,360.83,,,,,,,,
15.10.18,358.84,,,,,,,,
16.10.18,366.5,,,,,,,,
17.10.18,366.42,,,,,,,,
18.10.18,361.14,,,,,,,,
19.10.18,361.11,,,,,,,,
22.10.18,359.36,,,,,,,,
23.10.18,357.55,,,,,,,,
24.10.18,346.74,,,,,,,,
25.10.18,353.14,,,,,,,,
26.10.18,347.16,,,,,,,,
29.10.18,344.74,,,,,,,,
30.10.18,350.22,,,,,,,,
31.10.18,353.99,,,,,,,,
01.11.18,357.63,,,,,,,,
02.11.18,355.15,,,,,,,,
05.11.18,356.9,,,,,,,,
06.11.18,359.15,,,,,,,,
07.11.18,366.64,,,,,,,,
08.11.18,365.66,,,,,,,,
09.11.18,362.22,,,,,,,,
12.11.18,354.9,,,,,,,,
13.11.18,354.27,,,,,,,,
14.11.18,351.53,,,,,,,,
15.11.18,355.05,,,,,,,,
16.11.18,355.58,,,,,,,,
19.11.18,349.62,,,,,,,,
20.11.18,343.26,,,,,,,,
21.11.18,344.24,,,,,,,,
23.11.18,342.03,,,,,,,,
26.11.18,347.31,,,,,,,,
27.11.18,348.37,,,,,,,,
28.11.18,356.38,,,,,,,,
29.11.18,355.48,,,,,,,,
30.11.18,358.34,,,,,,,,
03.12.18,362.24,,,,,,,,
04.12.18,350.5,,,,,,,,
06.12.18,349.91,,,,,,,,
07.12.18,341.84,,,,,,,,
10.12.18,342.36,,,,,,,,
11.12.18,342.07,,,,,,,,
12.12.18,343.93,,,,,,,,
13.12.18,343.82,,,,,,,,
14.12.18,337.18,,,,,,,,
17.12.18,330.21,,,,,,,,
18.12.18,330.16,,,,,,,,
19.12.18,325,,,,,,,,
20.12.18,319.79,,,,,,,,
21.12.18,312.95,,,,,,,,
24.12.18,304.58,,,,,,,,
26.12.18,319.57,,,,,,,,
27.12.18,322.19,,,,,,,,
28.12.18,321.77,,,,,,,,
31.12.18,324.53,,,,,,,,
02.01.19,325.06,,,,,,,,
03.01.19,317.28,,,,,,,,
04.01.19,328.3,,,,,,,,
07.01.19,330.49,,,,,,,,
08.01.19,333.72,,,,,,,,
09.01.19,334.97,,,,,,,,
10.01.19,336.54,,,,,,,,
11.01.19,336.62,,,,,,,,
14.01.19,334.99,,,,,,,,
15.01.19,338.42,,,,,,,,
16.01.19,339.34,,,,,,,,
17.01.19,341.89,,,,,,,,
18.01.19,346.47,,,,,,,,
22.01.19,341.75,,,,,,,,
23.01.19,342.56,,,,,,,,
24.01.19,342.82,,,,,,,,
25.01.19,345.71,,,,,,,,
28.01.19,343.02,,,,,,,,
29.01.19,342.44,,,,,,,,
30.01.19,347.72,,,,,,,,
31.01.19,350.65,,,,,,,,
01.02.19,350.85,,,,,,,,
04.02.19,353.42,,,,,,,,
05.02.19,355.2,,,,,,,,
06.02.19,354.5,,,,,,,,
07.02.19,351.4,,,,,,,,
08.02.19,351.6,,,,,,,,
11.02.19,351.78,,,,,,,,
12.02.19,356.26,,,,,,,,
13.02.19,357.41,,,,,,,,
14.02.19,356.47,,,,,,,,
15.02.19,360.49,,,,,,,,
19.02.19,361,,,,,,,,
20.02.19,361.68,,,,,,,,
21.02.19,360.29,,,,,,,,
22.02.19,362.78,,,,,,,,
25.02.19,363.16,,,,,,,,
26.02.19,362.87,,,,,,,,
27.02.19,362.8,,,,,,,,
28.02.19,361.74,,,,,,,,
01.03.19,364.29,,,,,,,,
04.03.19,362.69,,,,,,,,
05.03.19,362.3,,,,,,,,
06.03.19,359.87,,,,,,,,
07.03.19,356.9,,,,,,,,
08.03.19,356.17,,,,,,,,
11.03.19,361.25,,,,,,,,
12.03.19,362.23,,,,,,,,
13.03.19,364.83,,,,,,,,
14.03.19,364.74,,,,,,,,
15.03.19,366.47,,,,,,,,
18.03.19,367.85,,,,,,,,
19.03.19,367.84,,,,,,,,
20.03.19,366.48,,,,,,,,
21.03.19,370.31,,,,,,,,
22.03.19,363.1,,,,,,,,
25.03.19,362.78,,,,,,,,
26.03.19,365.38,,,,,,,,
27.03.19,363.73,,,,,,,,
28.03.19,365.07,,,,,,,,
29.03.19,367.58,,,,,,,,
01.04.19,371.93,,,,,,,,
02.04.19,371.82,,,,,,,,
03.04.19,372.58,,,,,,,,
04.04.19,373.46,,,,,,,,
05.04.19,375.19,,,,,,,,
08.04.19,375.59,,,,,,,,
09.04.19,373.28,,,,,,,,
10.04.19,374.56,,,,,,,,
11.04.19,374.44,,,,,,,,
12.04.19,376.6,,,,,,,,
15.04.19,376.42,,,,,,,,
16.04.19,376.71,,,,,,,,
17.04.19,375.95,,,,,,,,
18.04.19,376.52,,,,,,,,
22.04.19,376.84,,,,,,,,
23.04.19,380.2,,,,,,,,
24.04.19,379.25,,,,,,,,
25.04.19,379.13,,,,,,,,
26.04.19,380.99,,,,,,,,
29.04.19,381.44,,,,,,,,
30.04.19,381.86,,,,,,,,
01.05.19,378.93,,,,,,,,
02.05.19,378.31,,,,,,,,
03.05.19,381.93,,,,,,,,
06.05.19,380.49,,,,,,,,
07.05.19,374.24,,,,,,,,
08.05.19,373.62,,,,,,,,
09.05.19,372.68,,,,,,,,
10.05.19,374.02,,,,,,,,
13.05.19,364.89,,,,,,,,
14.05.19,367.98,,,,,,,,
15.05.19,370.07,,,,,,,,
16.05.19,373.31,,,,,,,,
17.05.19,371.25,,,,,,,,
20.05.19,368.87,,,,,,,,
21.05.19,372.08,,,,,,,,
22.05.19,370.81,,,,,,,,
23.05.19,366.38,,,,,,,,
24.05.19,366.83,,,,,,,,
28.05.19,363.83,,,,,,,,
29.05.19,361.39,,,,,,,,
30.05.19,361.93,,,,,,,,
31.05.19,357.15,,,,,,,,
03.06.19,356.22,,,,,,,,
04.06.19,363.95,,,,,,,,
05.06.19,366.9,,,,,,,,
06.06.19,369.14,,,,,,,,
07.06.19,373.05,,,,,,,,
10.06.19,374.83,,,,,,,,
11.06.19,374.66,,,,,,,,
12.06.19,373.8,,,,,,,,
13.06.19,375.36,,,,,,,,
14.06.19,374.72,,,,,,,,
17.06.19,375.09,,,,,,,,
18.06.19,378.69,,,,,,,,
19.06.19,379.85,,,,,,,,
20.06.19,383.49,,,,,,,,
21.06.19,383.02,,,,,,,,
24.06.19,382.25,,,,,,,,
25.06.19,378.58,,,,,,,,
26.06.19,378.12,,,,,,,,
27.06.19,379.6,,,,,,,,
28.06.19,381.86,,,,,,,,
01.07.19,384.68,,,,,,,,
02.07.19,385.8,,,,,,,,
03.07.19,388.78,,,,,,,,
05.07.19,388.17,,,,,,,,
08.07.19,386.23,,,,,,,,
09.07.19,386.78,,,,,,,,
10.07.19,388.44,,,,,,,,
11.07.19,389.74,,,,,,,,
12.07.19,391.55,,,,,,,,
15.07.19,391.58,,,,,,,,
16.07.19,390.3,,,,,,,,
17.07.19,387.74,,,,,,,,
18.07.19,389.22,,,,,,,,
19.07.19,386.9,,,,,,,,
22.07.19,388.04,,,,,,,,
23.07.19,390.79,,,,,,,,
24.07.19,392.64,,,,,,,,
25.07.19,390.65,,,,,,,,
26.07.19,393.55,,,,,,,,
29.07.19,392.82,,,,,,,,
30.07.19,391.75,,,,,,,,
31.07.19,387.63,,,,,,,,
01.08.19,383.89,,,,,,,,
02.08.19,381.1,,,,,,,,
05.08.19,369.67,,,,,,,,
06.08.19,374.46,,,,,,,,
07.08.19,374.8,,,,,,,,
08.08.19,381.85,,,,,,,,
09.08.19,379.43,,,,,,,,
12.08.19,374.8,,,,,,,,
13.08.19,380.31,,,,,,,,
14.08.19,369.09,,,,,,,,
15.08.19,369.84,,,,,,,,
16.08.19,375.18,,,,,,,,
19.08.19,379.8,,,,,,,,
20.08.19,376.85,,,,,,,,
21.08.19,380.01,,,,,,,,
22.08.19,379.76,,,,,,,,
23.08.19,369.91,,,,,,,,
26.08.19,373.97,,,,,,,,
27.08.19,372.66,,,,,,,,
28.08.19,375.17,,,,,,,,
29.08.19,379.94,,,,,,,,
30.08.19,380.24,,,,,,,,
03.09.19,377.59,,,,,,,,
04.09.19,381.77,,,,,,,,
05.09.19,386.71,,,,,,,,
06.09.19,387.08,,,,,,,,
09.09.19,387.32,,,,,,,,
10.09.19,387.47,,,,,,,,
11.09.19,390.14,,,,,,,,
12.09.19,391.13,,,,,,,,
13.09.19,390.84,,,,,,,,
16.09.19,389.85,,,,,,,,
17.09.19,390.78,,,,,,,,
18.09.19,390.96,,,,,,,,
19.09.19,390.92,,,,,,,,
20.09.19,388.95,,,,,,,,
23.09.19,388.95,,,,,,,,
24.09.19,385.67,,,,,,,,
25.09.19,388.05,,,,,,,,
26.09.19,387.02,,,,,,,,
27.09.19,384.92,,,,,,,,
30.09.19,386.85,,,,,,,,
01.10.19,382.02,,,,,,,,
02.10.19,375.18,,,,,,,,
03.10.19,378.06,,,,,,,,
04.10.19,383.46,,,,,,,,
07.10.19,381.85,,,,,,,,
08.10.19,375.91,,,,,,,,
09.10.19,379.33,,,,,,,,
10.10.19,381.85,,,,,,,,
11.10.19,386.08,,,,,,,,
14.10.19,385.56,,,,,,,,
15.10.19,389.51,,,,,,,,
16.10.19,388.86,,,,,,,,
17.10.19,390.01,,,,,,,,
18.10.19,388.47,,,,,,,,
21.10.19,391.14,,,,,,,,
22.10.19,390,,,,,,,,
23.10.19,391.08,,,,,,,,
24.10.19,391.86,,,,,,,,
25.10.19,393.47,,,,,,,,
28.10.19,395.67,,,,,,,,
29.10.19,395.31,,,,,,,,
30.10.19,396.63,,,,,,,,
31.10.19,395.37,,,,,,,,
01.11.19,399.12,,,,,,,,
04.11.19,400.63,,,,,,,,
05.11.19,400.15,,,,,,,,
06.11.19,400.47,,,,,,,,
07.11.19,401.67,,,,,,,,
08.11.19,402.93,,,,,,,,
11.11.19,402.24,,,,,,,,
12.11.19,402.88,,,,,,,,
13.11.19,403.18,,,,,,,,
14.11.19,403.59,,,,,,,,
15.11.19,406.78,,,,,,,,
18.11.19,406.96,,,,,,,,
19.11.19,406.68,,,,,,,,
20.11.19,405.34,,,,,,,,
21.11.19,404.68,,,,,,,,
22.11.19,405.5,,,,,,,,
25.11.19,408.67,,,,,,,,
26.11.19,409.48,,,,,,,,
27.11.19,411.16,,,,,,,,
29.11.19,409.5,,,,,,,,
02.12.19,405.9,,,,,,,,
03.12.19,403.08,,,,,,,,
04.12.19,405.67,,,,,,,,
05.12.19,406.33,,,,,,,,
06.12.19,410.01,,,,,,,,
09.12.19,408.79,,,,,,,,
10.12.19,408.43,,,,,,,,
11.12.19,409.52,,,,,,,,
12.12.19,413.12,,,,,,,,
13.12.19,413.18,,,,,,,,
16.12.19,416.07,,,,,,,,
17.12.19,416.25,,,,,,,,
18.12.19,416.02,,,,,,,,
19.12.19,417.89,,,,,,,,
20.12.19,419.81,,,,,,,,
23.12.19,420.29,,,,,,,,
24.12.19,420.24,,,,,,,,
26.12.19,422.38,,,,,,,,
27.12.19,422.37,,,,,,,,
30.12.19,419.94,,,,,,,,
31.12.19,421.16,,,,,,,,
02.01.20,424.65,,,,,,,,
03.01.20,421.75,,,,,,,,
06.01.20,423.18,,,,,,,,
07.01.20,421.93,,,,,,,,
08.01.20,424,,,,,,,,
09.01.20,426.8,,,,,,,,
10.01.20,425.6,,,,,,,,
13.01.20,428.39,,,,,,,,
14.01.20,427.82,,,,,,,,
15.01.20,428.63,,,,,,,,
16.01.20,432.25,,,,,,,,
17.01.20,433.92,,,,,,,,
21.01.20,432.65,,,,,,,,
22.01.20,432.8,,,,,,,,
23.01.20,433.3,,,,,,,,
24.01.20,429.31,,,,,,,,
27.01.20,422.47,,,,,,,,
28.01.20,426.83,,,,,,,,
29.01.20,426.48,,,,,,,,
30.01.20,427.51,,,,,,,,
31.01.20,419.74,,,,,,,,
03.02.20,422.79,,,,,,,,
04.02.20,429.26,,,,,,,,
05.02.20,434.33,,,,,,,,
06.02.20,435.79,,,,,,,,
07.02.20,433.48,,,,,,,,
10.02.20,436.69,,,,,,,,
11.02.20,437.55,,,,,,,,
12.02.20,440.6,,,,,,,,
13.02.20,439.83,,,,,,,,
14.02.20,440.61,,,,,,,,
18.02.20,439.12,,,,,,,,
19.02.20,441.35,,,,,,,,
20.02.20,439.64,,,,,,,,
21.02.20,434.96,,,,,,,,
24.02.20,420.2,,,,,,,,
25.02.20,407.16,,,,,,,,
26.02.20,405.7,,,,,,,,
27.02.20,387.69,,,,,,,,
28.02.20,384.29,,,,,,,,
02.03.20,401.99,,,,,,,,
03.03.20,390.92,,,,,,,,
04.03.20,407.56,,,,,,,,
05.03.20,393.75,,,,,,,,
06.03.20,386.95,,,,,,,,
09.03.20,357.14,,,,,,,,
10.03.20,374.74,,,,,,,,
11.03.20,356.36,,,,,,,,
12.03.20,322.26,,,,,,,,
13.03.20,352.43,,,,,,,,
16.03.20,309.26,,,,,,,,
17.03.20,327.57,,,,,,,,
18.03.20,309.98,,,,,,,,
19.03.20,311.78,,,,,,,,
20.03.20,298.35,,,,,,,,
23.03.20,289.14,,,,,,,,
24.03.20,316.93,,,,,,,,
25.03.20,321.17,,,,,,,,
26.03.20,341.72,,,,,,,,
27.03.20,329.92,,,,,,,,
30.03.20,340.89,,,,,,,,
31.03.20,335.21,,,,,,,,
01.04.20,320.09,,,,,,,,
02.04.20,327.46,,,,,,,,
03.04.20,322.46,,,,,,,,
06.04.20,345.57,,,,,,,,
07.04.20,344.99,,,,,,,,
08.04.20,356.93,,,,,,,,
09.04.20,362.19,,,,,,,,
13.04.20,358.44,,,,,,,,
14.04.20,369.18,,,,,,,,
15.04.20,361.03,,,,,,,,
16.04.20,363.12,,,,,,,,
17.04.20,373.08,,,,,,,,
20.04.20,366.18,,,,,,,,
21.04.20,354.91,,,,,,,,
22.04.20,363.04,,,,,,,,
23.04.20,362.8,,,,,,,,
24.04.20,367.96,,,,,,,,
27.04.20,373.69,,,,,,,,
28.04.20,371.78,,,,,,,,
29.04.20,381.64,,,,,,,,
30.04.20,377.94,,,,,,,,
01.05.20,367.42,,,,,,,,
04.05.20,368.96,,,,,,,,
05.05.20,372.37,,,,,,,,
06.05.20,369.84,,,,,,,,
07.05.20,374.27,,,,,,,,
08.05.20,380.62,,,,,,,,
11.05.20,380.66,,,,,,,,
12.05.20,372.87,,,,,,,,
13.05.20,366.34,,,,,,,,
14.05.20,370.92,,,,,,,,
15.05.20,372.34,,,,,,,,
18.05.20,384.14,,,,,,,,
19.05.20,380.02,,,,,,,,
20.05.20,386.37,,,,,,,,
21.05.20,383.51,,,,,,,,
22.05.20,384.34,,,,,,,,
26.05.20,389.48,,,,,,,,
27.05.20,395.52,,,,,,,,
28.05.20,394.45,,,,,,,,
29.05.20,396.11,,,,,,,,
01.06.20,397.59,,,,,,,,
02.06.20,400.95,,,,,,,,
03.06.20,406.58,,,,,,,,
04.06.20,405.48,,,,,,,,
05.06.20,416,,,,,,,,
08.06.20,421.14,,,,,,,,
09.06.20,417.94,,,,,,,,
10.06.20,415.48,,,,,,,,
11.06.20,390.68,,,,,,,,
12.06.20,395.86,,,,,,,,
15.06.20,399.12,,,,,,,,
16.06.20,406.66,,,,,,,,
17.06.20,405.19,,,,,,,,
18.06.20,405.32,,,,,,,,
19.06.20,402.98,,,,,,,,
22.06.20,405.56,,,,,,,,
23.06.20,407.26,,,,,,,,
24.06.20,396.95,,,,,,,,
25.06.20,401.24,,,,,,,,
26.06.20,391.49,,,,,,,,
29.06.20,397.02,,,,,,,,
30.06.20,403.31,,,,,,,,
01.07.20,405.76,,,,,,,,
02.07.20,407.49,,,,,,,,
06.07.20,413.93,,,,,,,,
07.07.20,409.58,,,,,,,,
08.07.20,412.82,,,,,,,,
09.07.20,410.66,,,,,,,,
10.07.20,414.75,,,,,,,,
13.07.20,410.86,,,,,,,,
14.07.20,416.27,,,,,,,,
15.07.20,419.74,,,,,,,,
16.07.20,418.33,,,,,,,,
17.07.20,419.62,,,,,,,,
20.07.20,423.34,,,,,,,,
21.07.20,423.88,,,,,,,,
22.07.20,426.35,,,,,,,,
23.07.20,420.94,,,,,,,,
24.07.20,418.46,,,,,,,,
27.07.20,421.62,,,,,,,,
28.07.20,418.84,,,,,,,,
29.07.20,423.94,,,,,,,,
30.07.20,422.7,,,,,,,,
31.07.20,426.08,,,,,,,,
03.08.20,428.99,,,,,,,,
04.08.20,430.6,,,,,,,,
05.08.20,433.27,,,,,,,,
06.08.20,436,,,,,,,,
07.08.20,436.09,,,,,,,,
10.08.20,436.9,,,,,,,,
11.08.20,433.3,,,,,,,,
12.08.20,439.64,,,,,,,,
13.08.20,438.89,,,,,,,,
14.08.20,438.82,,,,,,,,
17.08.20,440.33,,,,,,,,
18.08.20,441.44,,,,,,,,
19.08.20,439.55,,,,,,,,
20.08.20,441.03,,,,,,,,
21.08.20,442.63,,,,,,,,
24.08.20,446.7,,,,,,,,
25.08.20,448.3,,,,,,,,
26.08.20,452.97,,,,,,,,
27.08.20,453.53,,,,,,,,
28.08.20,456.57,,,,,,,,
31.08.20,455.78,,,,,,,,
01.09.20,459.11,,,,,,,,
02.09.20,466.05,,,,,,,,
03.09.20,449.51,,,,,,,,
04.09.20,445.57,,,,,,,,
08.09.20,432.99,,,,,,,,
09.09.20,441.91,,,,,,,,
10.09.20,434.03,,,,,,,,
11.09.20,434.17,,,,,,,,
14.09.20,439.75,,,,,,,,
15.09.20,442.19,,,,,,,,
16.09.20,439.87,,,,,,,,
17.09.20,436.07,,,,,,,,
18.09.20,431.35,,,,,,,,
21.09.20,426.76,,,,,,,,
22.09.20,431.31,,,,,,,,
23.09.20,421.18,,,,,,,,
24.09.20,422.51,,,,,,,,
25.09.20,429.35,,,,,,,,
28.09.20,436.18,,,,,,,,
29.09.20,434.28,,,,,,,,
30.09.20,437.84,,,,,,,,
01.10.20,440.3,,,,,,,,
02.10.20,435.76,,,,,,,,
05.10.20,443.69,,,,,,,,
06.10.20,437.44,,,,,,,,
07.10.20,445.06,,,,,,,,
08.10.20,448.34,,,,,,,,
09.10.20,452.34,,,,,,,,
12.10.20,459.95,,,,,,,,
13.10.20,457.35,,,,,,,,
14.10.20,454.27,,,,,,,,
15.10.20,453.61,,,,,,,,
16.10.20,453.66,,,,,,,,
19.10.20,446.14,,,,,,,,
20.10.20,448.07,,,,,,,,
21.10.20,447.1,,,,,,,,
22.10.20,449.05,,,,,,,,
23.10.20,450.57,,,,,,,,
26.10.20,442.4,,,,,,,,
27.10.20,441.37,,,,,,,,
28.10.20,425.62,,,,,,,,
29.10.20,430.49,,,,,,,,
30.10.20,425.08,,,,,,,,
02.11.20,430.2,,,,,,,,
03.11.20,437.87,,,,,,,,
04.11.20,448.37,,,,,,,,
05.11.20,456.8,,,,,,,,
06.11.20,456.67,,,,,,,,
09.11.20,460.88,,,,,,,,
10.11.20,460.1,,,,,,,,
11.11.20,463.91,,,,,,,,
12.11.20,459.51,,,,,,,,
13.11.20,465.6,,,,,,,,
16.11.20,470.62,,,,,,,,
17.11.20,468.41,,,,,,,,
18.11.20,463,,,,,,,,
19.11.20,464.69,,,,,,,,
20.11.20,461.54,,,,,,,,
23.11.20,463.86,,,,,,,,
24.11.20,470.94,,,,,,,,
25.11.20,470.47,,,,,,,,
27.11.20,471.66,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"Source: S&P Dow Jones Indices LLC.

The launch date of the S&P 500 Carbon Efficient Index (USD) was October 22, 2018.

All information presented prior to the index launch date is back-tested. Back-tested performance is not actual performance, but is hypothetical. The back-test calculations are based on the same methodology that was in effect when the index was officially launched. Past performance is not an indication or guarantee of future results.  Please see the Performance Disclosure at http://www.spindices.com/regulatory-affairs-disclaimers/ for more information regarding the inherent limitations associated with back-tested performance.

Copyright © 2020 S&P Dow Jones Indices LLC. All rights reserved. Redistribution or reproduction in whole or in part are prohibited without written permission. STANDARD & POOR’S and S&P are registered trademarks of Standard & Poor’s Financial Services LLC (“S&P”); DOW JONES is a registered trademark of Dow Jones Trademark Holdings LLC (“Dow Jones”); and these trademarks have been licensed for use by S&P Dow Jones Indices LLC. S&P Dow Jones Indices LLC, Dow Jones, S&P and their respective affiliates (“S&P Dow Jones Indices”) and third party licensors makes no representation or warranty, express or implied, as to the ability of any index to accurately represent the asset class or market sector that it purports to represent and S&P Dow Jones Indices and its third party licensors shall have no liability for any errors, omissions, or interruptions of any index or the data included therein. Past performance of an index is not an indication or guarantee of future results. This document does not constitute an offer of any services. Except for certain custom index calculation services, all information provided by S&P Dow Jones Indices is general in nature and not tailored to the needs of any person, entity or group of persons. S&P Dow Jones Indices receives compensation in connection with licensing its indices to third parties and providing custom calculation services. It is not possible to invest directly in an index. Exposure to an asset class represented by an index may be available through investable instruments offered by third parties that are based on that index. S&P Dow Jones Indices does not sponsor, endorse, sell, promote or manage any investment fund or other investment product or vehicle that seeks to provide an investment return based on the performance of any Index. S&P Dow Jones Indices LLC is not an investment or tax advisor. S&P Dow Jones Indices makes no representation regarding the advisability of investing in any such investment fund or other investment product or vehicle. A tax advisor should be consulted to evaluate the impact of any tax-exempt securities on portfolios and the tax consequences of making any particular investment decision. Credit-related information and other analyses, including ratings, are generally provided by licensors and/or affiliates of S&P Dow Jones Indices. Any credit-related information and other related analyses and statements are opinions as of the date they are expressed and are not statements of fact. S&P Dow Jones Indices LLC is analytically separate and independent from any other analytical department. For more information on any of our indices please visit www.spdji.com.",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
