Effective date ,S&P 500 Carbon Efficient Index (USD),,,,,,,,
29.10.10,153.34,,,,,,,,
01.11.10,153.48,,,,,,,,
02.11.10,154.67,,,,,,,,
03.11.10,155.24,,,,,,,,
04.11.10,158.22,,,,,,,,
05.11.10,158.74,,,,,,,,
08.11.10,158.44,,,,,,,,
09.11.10,157.21,,,,,,,,
10.11.10,157.86,,,,,,,,
11.11.10,157.18,,,,,,,,
12.11.10,155.32,,,,,,,,
15.11.10,155.13,,,,,,,,
16.11.10,152.62,,,,,,,,
17.11.10,152.7,,,,,,,,
18.11.10,155.04,,,,,,,,
19.11.10,155.48,,,,,,,,
22.11.10,155.22,,,,,,,,
23.11.10,153.01,,,,,,,,
24.11.10,155.28,,,,,,,,
26.11.10,154.08,,,,,,,,
29.11.10,153.87,,,,,,,,
30.11.10,152.91,,,,,,,,
01.12.10,156.24,,,,,,,,
02.12.10,158.23,,,,,,,,
03.12.10,158.67,,,,,,,,
06.12.10,158.45,,,,,,,,
07.12.10,158.52,,,,,,,,
08.12.10,159.13,,,,,,,,
09.12.10,159.72,,,,,,,,
10.12.10,160.66,,,,,,,,
13.12.10,160.69,,,,,,,,
14.12.10,160.86,,,,,,,,
15.12.10,160.04,,,,,,,,
16.12.10,161.04,,,,,,,,
17.12.10,161.18,,,,,,,,
20.12.10,161.58,,,,,,,,
21.12.10,162.48,,,,,,,,
22.12.10,163.08,,,,,,,,
23.12.10,162.84,,,,,,,,
27.12.10,162.9,,,,,,,,
28.12.10,163.05,,,,,,,,
29.12.10,163.26,,,,,,,,
30.12.10,163.01,,,,,,,,
31.12.10,162.99,,,,,,,,
03.01.11,164.73,,,,,,,,
04.01.11,164.46,,,,,,,,
05.01.11,165.21,,,,,,,,
06.01.11,164.82,,,,,,,,
07.01.11,164.52,,,,,,,,
10.01.11,164.24,,,,,,,,
11.01.11,164.9,,,,,,,,
12.01.11,166.36,,,,,,,,
13.01.11,166.05,,,,,,,,
14.01.11,167.31,,,,,,,,
18.01.11,167.54,,,,,,,,
19.01.11,165.91,,,,,,,,
20.01.11,165.81,,,,,,,,
21.01.11,166.15,,,,,,,,
24.01.11,167.14,,,,,,,,
25.01.11,167.22,,,,,,,,
26.01.11,168.03,,,,,,,,
27.01.11,168.3,,,,,,,,
28.01.11,165.39,,,,,,,,
31.01.11,166.64,,,,,,,,
01.02.11,169.32,,,,,,,,
02.02.11,168.85,,,,,,,,
03.02.11,169.29,,,,,,,,
04.02.11,169.74,,,,,,,,
07.02.11,170.79,,,,,,,,
08.02.11,171.49,,,,,,,,
09.02.11,171.01,,,,,,,,
10.02.11,171.1,,,,,,,,
11.02.11,171.91,,,,,,,,
14.02.11,172.28,,,,,,,,
15.02.11,171.78,,,,,,,,
16.02.11,172.9,,,,,,,,
17.02.11,173.45,,,,,,,,
18.02.11,173.87,,,,,,,,
22.02.11,170.41,,,,,,,,
23.02.11,169.43,,,,,,,,
24.02.11,169.17,,,,,,,,
25.02.11,170.97,,,,,,,,
28.02.11,171.88,,,,,,,,
01.03.11,169.29,,,,,,,,
02.03.11,169.49,,,,,,,,
03.03.11,172.36,,,,,,,,
04.03.11,171.14,,,,,,,,
07.03.11,169.72,,,,,,,,
08.03.11,171.18,,,,,,,,
09.03.11,171,,,,,,,,
10.03.11,167.81,,,,,,,,
11.03.11,168.95,,,,,,,,
14.03.11,167.88,,,,,,,,
15.03.11,166.03,,,,,,,,
16.03.11,162.79,,,,,,,,
17.03.11,164.95,,,,,,,,
18.03.11,165.59,,,,,,,,
21.03.11,168.17,,,,,,,,
22.03.11,167.61,,,,,,,,
23.03.11,168.1,,,,,,,,
24.03.11,169.7,,,,,,,,
25.03.11,170.17,,,,,,,,
28.03.11,169.84,,,,,,,,
29.03.11,171.09,,,,,,,,
30.03.11,172.18,,,,,,,,
31.03.11,171.93,,,,,,,,
01.04.11,172.77,,,,,,,,
04.04.11,172.85,,,,,,,,
05.04.11,172.86,,,,,,,,
06.04.11,173.27,,,,,,,,
07.04.11,172.99,,,,,,,,
08.04.11,172.26,,,,,,,,
11.04.11,171.77,,,,,,,,
12.04.11,170.4,,,,,,,,
13.04.11,170.42,,,,,,,,
14.04.11,170.39,,,,,,,,
15.04.11,171.02,,,,,,,,
18.04.11,169.15,,,,,,,,
19.04.11,170.15,,,,,,,,
20.04.11,172.51,,,,,,,,
21.04.11,173.47,,,,,,,,
25.04.11,173.18,,,,,,,,
26.04.11,174.67,,,,,,,,
27.04.11,175.76,,,,,,,,
28.04.11,176.43,,,,,,,,
29.04.11,176.78,,,,,,,,
02.05.11,176.43,,,,,,,,
03.05.11,175.9,,,,,,,,
04.05.11,174.69,,,,,,,,
05.05.11,173.14,,,,,,,,
06.05.11,173.74,,,,,,,,
09.05.11,174.53,,,,,,,,
10.05.11,175.95,,,,,,,,
11.05.11,174.07,,,,,,,,
12.05.11,174.93,,,,,,,,
13.05.11,173.48,,,,,,,,
16.05.11,172.38,,,,,,,,
17.05.11,172.3,,,,,,,,
18.05.11,173.84,,,,,,,,
19.05.11,174.27,,,,,,,,
20.05.11,172.91,,,,,,,,
23.05.11,170.8,,,,,,,,
24.05.11,170.68,,,,,,,,
25.05.11,171.26,,,,,,,,
26.05.11,171.96,,,,,,,,
27.05.11,172.6,,,,,,,,
31.05.11,174.45,,,,,,,,
01.06.11,170.5,,,,,,,,
02.06.11,170.36,,,,,,,,
03.06.11,168.74,,,,,,,,
06.06.11,166.87,,,,,,,,
07.06.11,166.69,,,,,,,,
08.06.11,165.98,,,,,,,,
09.06.11,167.25,,,,,,,,
10.06.11,164.87,,,,,,,,
13.06.11,164.95,,,,,,,,
14.06.11,167.11,,,,,,,,
15.06.11,164.18,,,,,,,,
16.06.11,164.41,,,,,,,,
17.06.11,164.91,,,,,,,,
20.06.11,165.77,,,,,,,,
21.06.11,167.99,,,,,,,,
22.06.11,166.87,,,,,,,,
23.06.11,166.43,,,,,,,,
24.06.11,164.39,,,,,,,,
27.06.11,165.9,,,,,,,,
28.06.11,168.1,,,,,,,,
29.06.11,169.54,,,,,,,,
30.06.11,171.29,,,,,,,,
01.07.11,173.77,,,,,,,,
05.07.11,173.61,,,,,,,,
06.07.11,173.86,,,,,,,,
07.07.11,175.74,,,,,,,,
08.07.11,174.53,,,,,,,,
11.07.11,171.34,,,,,,,,
12.07.11,170.48,,,,,,,,
13.07.11,171.03,,,,,,,,
14.07.11,169.81,,,,,,,,
15.07.11,170.79,,,,,,,,
18.07.11,169.42,,,,,,,,
19.07.11,172.27,,,,,,,,
20.07.11,172.15,,,,,,,,
21.07.11,174.67,,,,,,,,
22.07.11,175.05,,,,,,,,
25.07.11,174.16,,,,,,,,
26.07.11,173.46,,,,,,,,
27.07.11,169.89,,,,,,,,
28.07.11,169.44,,,,,,,,
29.07.11,168.32,,,,,,,,
01.08.11,167.58,,,,,,,,
02.08.11,163.28,,,,,,,,
03.08.11,164.13,,,,,,,,
04.08.11,156.21,,,,,,,,
05.08.11,156.11,,,,,,,,
08.08.11,145.65,,,,,,,,
09.08.11,152.53,,,,,,,,
10.08.11,145.8,,,,,,,,
11.08.11,152.42,,,,,,,,
12.08.11,153.25,,,,,,,,
15.08.11,156.65,,,,,,,,
16.08.11,155.12,,,,,,,,
17.08.11,155.22,,,,,,,,
18.08.11,148.33,,,,,,,,
19.08.11,146.1,,,,,,,,
22.08.11,146.19,,,,,,,,
23.08.11,151.2,,,,,,,,
24.08.11,153.13,,,,,,,,
25.08.11,150.7,,,,,,,,
26.08.11,153.02,,,,,,,,
29.08.11,157.32,,,,,,,,
30.08.11,157.69,,,,,,,,
31.08.11,158.45,,,,,,,,
01.09.11,156.59,,,,,,,,
02.09.11,152.62,,,,,,,,
06.09.11,151.49,,,,,,,,
07.09.11,155.87,,,,,,,,
08.09.11,154.21,,,,,,,,
09.09.11,150.02,,,,,,,,
12.09.11,151.08,,,,,,,,
13.09.11,152.49,,,,,,,,
14.09.11,154.57,,,,,,,,
15.09.11,157.22,,,,,,,,
16.09.11,158.17,,,,,,,,
19.09.11,156.63,,,,,,,,
20.09.11,156.38,,,,,,,,
21.09.11,151.68,,,,,,,,
22.09.11,146.75,,,,,,,,
23.09.11,147.56,,,,,,,,
26.09.11,150.87,,,,,,,,
27.09.11,152.48,,,,,,,,
28.09.11,149.27,,,,,,,,
29.09.11,150.48,,,,,,,,
30.09.11,146.74,,,,,,,,
03.10.11,142.52,,,,,,,,
04.10.11,145.71,,,,,,,,
05.10.11,148.39,,,,,,,,
06.10.11,151.21,,,,,,,,
07.10.11,150.01,,,,,,,,
10.10.11,155.12,,,,,,,,
11.10.11,155.27,,,,,,,,
12.10.11,156.74,,,,,,,,
13.10.11,156.29,,,,,,,,
14.10.11,159.08,,,,,,,,
17.10.11,155.88,,,,,,,,
18.10.11,159.02,,,,,,,,
19.10.11,157.03,,,,,,,,
20.10.11,157.74,,,,,,,,
21.10.11,160.66,,,,,,,,
24.10.11,162.82,,,,,,,,
25.10.11,159.58,,,,,,,,
26.10.11,161.24,,,,,,,,
27.10.11,166.85,,,,,,,,
28.10.11,166.92,,,,,,,,
31.10.11,162.83,,,,,,,,
01.11.11,158.2,,,,,,,,
02.11.11,160.74,,,,,,,,
03.11.11,163.8,,,,,,,,
04.11.11,162.72,,,,,,,,
07.11.11,163.77,,,,,,,,
08.11.11,165.74,,,,,,,,
09.11.11,159.63,,,,,,,,
10.11.11,161.01,,,,,,,,
11.11.11,164.21,,,,,,,,
14.11.11,162.64,,,,,,,,
15.11.11,163.4,,,,,,,,
16.11.11,160.71,,,,,,,,
17.11.11,157.97,,,,,,,,
18.11.11,157.87,,,,,,,,
21.11.11,154.89,,,,,,,,
22.11.11,154.24,,,,,,,,
23.11.11,150.82,,,,,,,,
25.11.11,150.42,,,,,,,,
28.11.11,154.84,,,,,,,,
29.11.11,155.26,,,,,,,,
30.11.11,162.04,,,,,,,,
01.12.11,161.74,,,,,,,,
02.12.11,161.72,,,,,,,,
05.12.11,163.42,,,,,,,,
06.12.11,163.6,,,,,,,,
07.12.11,163.88,,,,,,,,
08.12.11,160.37,,,,,,,,
09.12.11,163.1,,,,,,,,
12.12.11,160.62,,,,,,,,
13.12.11,159.2,,,,,,,,
14.12.11,157.36,,,,,,,,
15.12.11,157.83,,,,,,,,
16.12.11,158.39,,,,,,,,
19.12.11,156.52,,,,,,,,
20.12.11,161.18,,,,,,,,
21.12.11,161.54,,,,,,,,
22.12.11,162.84,,,,,,,,
23.12.11,164.32,,,,,,,,
27.12.11,164.33,,,,,,,,
28.12.11,162.27,,,,,,,,
29.12.11,164.02,,,,,,,,
30.12.11,163.32,,,,,,,,
03.01.12,165.87,,,,,,,,
04.01.12,165.9,,,,,,,,
05.01.12,166.37,,,,,,,,
06.01.12,165.98,,,,,,,,
09.01.12,166.37,,,,,,,,
10.01.12,167.86,,,,,,,,
11.01.12,167.86,,,,,,,,
12.01.12,168.19,,,,,,,,
13.01.12,167.32,,,,,,,,
17.01.12,167.81,,,,,,,,
18.01.12,169.59,,,,,,,,
19.01.12,170.49,,,,,,,,
20.01.12,170.68,,,,,,,,
23.01.12,170.8,,,,,,,,
24.01.12,170.62,,,,,,,,
25.01.12,172.22,,,,,,,,
26.01.12,171.23,,,,,,,,
27.01.12,170.95,,,,,,,,
30.01.12,170.53,,,,,,,,
31.01.12,170.49,,,,,,,,
01.02.12,172.02,,,,,,,,
02.02.12,172.28,,,,,,,,
03.02.12,174.82,,,,,,,,
06.02.12,174.78,,,,,,,,
07.02.12,175.15,,,,,,,,
08.02.12,175.59,,,,,,,,
09.02.12,176.01,,,,,,,,
10.02.12,174.85,,,,,,,,
13.02.12,176.09,,,,,,,,
14.02.12,175.95,,,,,,,,
15.02.12,175.04,,,,,,,,
16.02.12,177.05,,,,,,,,
17.02.12,177.46,,,,,,,,
21.02.12,177.6,,,,,,,,
22.02.12,177.03,,,,,,,,
23.02.12,177.78,,,,,,,,
24.02.12,178.08,,,,,,,,
27.02.12,178.26,,,,,,,,
28.02.12,178.91,,,,,,,,
29.02.12,178.08,,,,,,,,
01.03.12,179.19,,,,,,,,
02.03.12,178.57,,,,,,,,
05.03.12,177.78,,,,,,,,
06.03.12,175.05,,,,,,,,
07.03.12,176.29,,,,,,,,
08.03.12,178.09,,,,,,,,
09.03.12,178.72,,,,,,,,
12.03.12,178.66,,,,,,,,
13.03.12,181.89,,,,,,,,
14.03.12,181.68,,,,,,,,
15.03.12,182.76,,,,,,,,
16.03.12,182.94,,,,,,,,
19.03.12,183.65,,,,,,,,
20.03.12,183.06,,,,,,,,
21.03.12,182.64,,,,,,,,
22.03.12,181.26,,,,,,,,
23.03.12,181.84,,,,,,,,
26.03.12,184.33,,,,,,,,
27.03.12,183.75,,,,,,,,
28.03.12,182.84,,,,,,,,
29.03.12,182.61,,,,,,,,
30.03.12,183.35,,,,,,,,
02.04.12,184.74,,,,,,,,
03.04.12,184.05,,,,,,,,
04.04.12,182.16,,,,,,,,
05.04.12,182.04,,,,,,,,
09.04.12,179.96,,,,,,,,
10.04.12,176.88,,,,,,,,
11.04.12,178.2,,,,,,,,
12.04.12,180.69,,,,,,,,
13.04.12,178.46,,,,,,,,
16.04.12,178.33,,,,,,,,
17.04.12,181.09,,,,,,,,
18.04.12,180.37,,,,,,,,
19.04.12,179.36,,,,,,,,
20.04.12,179.64,,,,,,,,
23.04.12,178.13,,,,,,,,
24.04.12,178.75,,,,,,,,
25.04.12,181.18,,,,,,,,
26.04.12,182.42,,,,,,,,
27.04.12,182.85,,,,,,,,
30.04.12,182.18,,,,,,,,
01.05.12,183.19,,,,,,,,
02.05.12,182.71,,,,,,,,
03.05.12,181.23,,,,,,,,
04.05.12,178.26,,,,,,,,
07.05.12,178.28,,,,,,,,
08.05.12,177.51,,,,,,,,
09.05.12,176.29,,,,,,,,
10.05.12,176.74,,,,,,,,
11.05.12,176.14,,,,,,,,
14.05.12,174.19,,,,,,,,
15.05.12,173.13,,,,,,,,
16.05.12,172.32,,,,,,,,
17.05.12,169.75,,,,,,,,
18.05.12,168.5,,,,,,,,
21.05.12,171.29,,,,,,,,
22.05.12,171.36,,,,,,,,
23.05.12,171.63,,,,,,,,
24.05.12,171.88,,,,,,,,
25.05.12,171.5,,,,,,,,
29.05.12,173.44,,,,,,,,
30.05.12,170.91,,,,,,,,
31.05.12,170.51,,,,,,,,
01.06.12,166.26,,,,,,,,
04.06.12,166.28,,,,,,,,
05.06.12,167.22,,,,,,,,
06.06.12,171.09,,,,,,,,
07.06.12,171.07,,,,,,,,
08.06.12,172.44,,,,,,,,
11.06.12,170.28,,,,,,,,
12.06.12,172.25,,,,,,,,
13.06.12,171.05,,,,,,,,
14.06.12,172.97,,,,,,,,
15.06.12,174.75,,,,,,,,
18.06.12,175,,,,,,,,
19.06.12,176.71,,,,,,,,
20.06.12,176.38,,,,,,,,
21.06.12,172.36,,,,,,,,
22.06.12,173.58,,,,,,,,
25.06.12,170.77,,,,,,,,
26.06.12,171.57,,,,,,,,
27.06.12,173.18,,,,,,,,
28.06.12,172.81,,,,,,,,
29.06.12,177.09,,,,,,,,
02.07.12,177.52,,,,,,,,
03.07.12,178.72,,,,,,,,
05.07.12,177.88,,,,,,,,
06.07.12,176.24,,,,,,,,
09.07.12,175.97,,,,,,,,
10.07.12,174.51,,,,,,,,
11.07.12,174.46,,,,,,,,
12.07.12,173.61,,,,,,,,
13.07.12,176.45,,,,,,,,
16.07.12,176.06,,,,,,,,
17.07.12,177.34,,,,,,,,
18.07.12,178.56,,,,,,,,
19.07.12,179.07,,,,,,,,
20.07.12,177.31,,,,,,,,
23.07.12,175.71,,,,,,,,
24.07.12,174.07,,,,,,,,
25.07.12,173.94,,,,,,,,
26.07.12,176.88,,,,,,,,
27.07.12,180.34,,,,,,,,
30.07.12,180.26,,,,,,,,
31.07.12,179.45,,,,,,,,
01.08.12,178.93,,,,,,,,
02.08.12,177.66,,,,,,,,
03.08.12,181.03,,,,,,,,
06.08.12,181.46,,,,,,,,
07.08.12,182.41,,,,,,,,
08.08.12,182.53,,,,,,,,
09.08.12,182.63,,,,,,,,
10.08.12,183.11,,,,,,,,
13.08.12,182.83,,,,,,,,
14.08.12,182.81,,,,,,,,
15.08.12,182.99,,,,,,,,
16.08.12,184.29,,,,,,,,
17.08.12,184.61,,,,,,,,
20.08.12,184.62,,,,,,,,
21.08.12,183.99,,,,,,,,
22.08.12,183.99,,,,,,,,
23.08.12,182.47,,,,,,,,
24.08.12,183.63,,,,,,,,
27.08.12,183.57,,,,,,,,
28.08.12,183.41,,,,,,,,
29.08.12,183.56,,,,,,,,
30.08.12,182.1,,,,,,,,
31.08.12,183.05,,,,,,,,
04.09.12,182.83,,,,,,,,
05.09.12,182.63,,,,,,,,
06.09.12,186.3,,,,,,,,
07.09.12,187.04,,,,,,,,
10.09.12,185.91,,,,,,,,
11.09.12,186.52,,,,,,,,
12.09.12,186.91,,,,,,,,
13.09.12,189.91,,,,,,,,
14.09.12,190.67,,,,,,,,
17.09.12,190.1,,,,,,,,
18.09.12,189.86,,,,,,,,
19.09.12,190.02,,,,,,,,
20.09.12,189.93,,,,,,,,
21.09.12,189.91,,,,,,,,
24.09.12,189.51,,,,,,,,
25.09.12,187.5,,,,,,,,
26.09.12,186.41,,,,,,,,
27.09.12,188.22,,,,,,,,
28.09.12,187.36,,,,,,,,
01.10.12,187.89,,,,,,,,
02.10.12,188.05,,,,,,,,
03.10.12,188.62,,,,,,,,
04.10.12,189.96,,,,,,,,
05.10.12,189.91,,,,,,,,
08.10.12,189.27,,,,,,,,
09.10.12,187.43,,,,,,,,
10.10.12,186.24,,,,,,,,
11.10.12,186.35,,,,,,,,
12.10.12,185.85,,,,,,,,
15.10.12,187.31,,,,,,,,
16.10.12,189.21,,,,,,,,
17.10.12,190.01,,,,,,,,
18.10.12,189.58,,,,,,,,
19.10.12,186.43,,,,,,,,
22.10.12,186.54,,,,,,,,
23.10.12,183.86,,,,,,,,
24.10.12,183.28,,,,,,,,
25.10.12,183.79,,,,,,,,
26.10.12,183.64,,,,,,,,
31.10.12,183.65,,,,,,,,
01.11.12,185.57,,,,,,,,
02.11.12,183.8,,,,,,,,
05.11.12,184.18,,,,,,,,
06.11.12,185.7,,,,,,,,
07.11.12,181.33,,,,,,,,
08.11.12,179.04,,,,,,,,
09.11.12,179.33,,,,,,,,
12.11.12,179.39,,,,,,,,
13.11.12,178.66,,,,,,,,
14.11.12,176.17,,,,,,,,
15.11.12,175.95,,,,,,,,
16.11.12,176.77,,,,,,,,
19.11.12,180.31,,,,,,,,
20.11.12,180.39,,,,,,,,
21.11.12,180.79,,,,,,,,
23.11.12,183.13,,,,,,,,
26.11.12,182.77,,,,,,,,
27.11.12,181.74,,,,,,,,
28.11.12,183.19,,,,,,,,
29.11.12,183.97,,,,,,,,
30.11.12,183.99,,,,,,,,
03.12.12,183.15,,,,,,,,
04.12.12,182.87,,,,,,,,
05.12.12,183.12,,,,,,,,
06.12.12,183.75,,,,,,,,
07.12.12,184.27,,,,,,,,
10.12.12,184.37,,,,,,,,
11.12.12,185.55,,,,,,,,
12.12.12,185.57,,,,,,,,
13.12.12,184.39,,,,,,,,
14.12.12,183.51,,,,,,,,
17.12.12,185.64,,,,,,,,
18.12.12,187.77,,,,,,,,
19.12.12,186.35,,,,,,,,
20.12.12,187.38,,,,,,,,
21.12.12,185.63,,,,,,,,
24.12.12,185.12,,,,,,,,
26.12.12,184.22,,,,,,,,
27.12.12,184,,,,,,,,
28.12.12,181.95,,,,,,,,
31.12.12,184.99,,,,,,,,
02.01.13,189.66,,,,,,,,
03.01.13,189.32,,,,,,,,
04.01.13,190.29,,,,,,,,
07.01.13,189.76,,,,,,,,
08.01.13,189.09,,,,,,,,
09.01.13,189.67,,,,,,,,
10.01.13,191.15,,,,,,,,
11.01.13,191.21,,,,,,,,
14.01.13,191.05,,,,,,,,
15.01.13,191.27,,,,,,,,
16.01.13,191.25,,,,,,,,
17.01.13,192.33,,,,,,,,
18.01.13,193.05,,,,,,,,
22.01.13,193.97,,,,,,,,
23.01.13,194.18,,,,,,,,
24.01.13,194.21,,,,,,,,
25.01.13,195.33,,,,,,,,
28.01.13,195,,,,,,,,
29.01.13,195.98,,,,,,,,
30.01.13,195.17,,,,,,,,
31.01.13,194.63,,,,,,,,
01.02.13,196.6,,,,,,,,
04.02.13,194.36,,,,,,,,
05.02.13,196.34,,,,,,,,
06.02.13,196.36,,,,,,,,
07.02.13,196.05,,,,,,,,
08.02.13,197.19,,,,,,,,
11.02.13,197.02,,,,,,,,
12.02.13,197.37,,,,,,,,
13.02.13,197.53,,,,,,,,
14.02.13,197.69,,,,,,,,
15.02.13,197.45,,,,,,,,
19.02.13,198.87,,,,,,,,
20.02.13,196.42,,,,,,,,
21.02.13,195.19,,,,,,,,
22.02.13,196.88,,,,,,,,
25.02.13,193.29,,,,,,,,
26.02.13,194.51,,,,,,,,
27.02.13,196.98,,,,,,,,
28.02.13,196.73,,,,,,,,
01.03.13,197.14,,,,,,,,
04.03.13,198.02,,,,,,,,
05.03.13,199.97,,,,,,,,
06.03.13,200.17,,,,,,,,
07.03.13,200.6,,,,,,,,
08.03.13,201.52,,,,,,,,
11.03.13,202.2,,,,,,,,
12.03.13,201.76,,,,,,,,
13.03.13,202.08,,,,,,,,
14.03.13,203.26,,,,,,,,
15.03.13,202.96,,,,,,,,
18.03.13,201.76,,,,,,,,
19.03.13,201.22,,,,,,,,
20.03.13,202.53,,,,,,,,
21.03.13,200.87,,,,,,,,
22.03.13,202.24,,,,,,,,
25.03.13,201.61,,,,,,,,
26.03.13,203.11,,,,,,,,
27.03.13,203.01,,,,,,,,
28.03.13,203.75,,,,,,,,
01.04.13,202.8,,,,,,,,
02.04.13,203.95,,,,,,,,
03.04.13,201.82,,,,,,,,
04.04.13,202.6,,,,,,,,
05.04.13,201.73,,,,,,,,
08.04.13,203.05,,,,,,,,
09.04.13,203.85,,,,,,,,
10.04.13,206.42,,,,,,,,
11.04.13,207.16,,,,,,,,
12.04.13,206.52,,,,,,,,
15.04.13,201.65,,,,,,,,
16.04.13,204.54,,,,,,,,
17.04.13,201.52,,,,,,,,
18.04.13,200.02,,,,,,,,
19.04.13,201.62,,,,,,,,
22.04.13,202.63,,,,,,,,
23.04.13,204.75,,,,,,,,
24.04.13,204.88,,,,,,,,
25.04.13,205.78,,,,,,,,
26.04.13,205.45,,,,,,,,
29.04.13,207.03,,,,,,,,
30.04.13,207.6,,,,,,,,
01.05.13,205.64,,,,,,,,
02.05.13,207.6,,,,,,,,
03.05.13,209.74,,,,,,,,
06.05.13,210.15,,,,,,,,
07.05.13,211.26,,,,,,,,
08.05.13,212.19,,,,,,,,
09.05.13,211.33,,,,,,,,
10.05.13,212.21,,,,,,,,
13.05.13,212.23,,,,,,,,
14.05.13,214.39,,,,,,,,
15.05.13,215.42,,,,,,,,
16.05.13,214.37,,,,,,,,
17.05.13,216.58,,,,,,,,
20.05.13,216.51,,,,,,,,
21.05.13,216.84,,,,,,,,
22.05.13,215,,,,,,,,
23.05.13,214.42,,,,,,,,
24.05.13,214.33,,,,,,,,
28.05.13,215.64,,,,,,,,
29.05.13,214.13,,,,,,,,
30.05.13,214.91,,,,,,,,
31.05.13,211.83,,,,,,,,
03.06.13,213.08,,,,,,,,
04.06.13,211.87,,,,,,,,
05.06.13,208.94,,,,,,,,
06.06.13,210.72,,,,,,,,
07.06.13,213.36,,,,,,,,
10.06.13,213.28,,,,,,,,
11.06.13,211.08,,,,,,,,
12.06.13,209.31,,,,,,,,
13.06.13,212.38,,,,,,,,
14.06.13,211.06,,,,,,,,
17.06.13,212.71,,,,,,,,
18.06.13,214.4,,,,,,,,
19.06.13,211.41,,,,,,,,
20.06.13,206.12,,,,,,,,
21.06.13,206.68,,,,,,,,
24.06.13,204.18,,,,,,,,
25.06.13,206.05,,,,,,,,
26.06.13,207.99,,,,,,,,
27.06.13,209.32,,,,,,,,
28.06.13,208.43,,,,,,,,
01.07.13,209.63,,,,,,,,
02.07.13,209.55,,,,,,,,
03.07.13,209.77,,,,,,,,
05.07.13,211.88,,,,,,,,
08.07.13,213.03,,,,,,,,
09.07.13,214.62,,,,,,,,
10.07.13,214.7,,,,,,,,
11.07.13,217.55,,,,,,,,
12.07.13,218.2,,,,,,,,
15.07.13,218.45,,,,,,,,
16.07.13,217.67,,,,,,,,
17.07.13,218.22,,,,,,,,
18.07.13,219.29,,,,,,,,
19.07.13,219.68,,,,,,,,
22.07.13,220.22,,,,,,,,
23.07.13,219.66,,,,,,,,
24.07.13,218.9,,,,,,,,
25.07.13,219.4,,,,,,,,
26.07.13,219.59,,,,,,,,
29.07.13,218.75,,,,,,,,
30.07.13,218.88,,,,,,,,
31.07.13,218.84,,,,,,,,
01.08.13,221.75,,,,,,,,
02.08.13,222.12,,,,,,,,
05.08.13,221.74,,,,,,,,
06.08.13,220.43,,,,,,,,
07.08.13,219.63,,,,,,,,
08.08.13,220.43,,,,,,,,
09.08.13,219.65,,,,,,,,
12.08.13,219.43,,,,,,,,
13.08.13,220.14,,,,,,,,
14.08.13,219.06,,,,,,,,
15.08.13,216.01,,,,,,,,
16.08.13,215.32,,,,,,,,
19.08.13,214.05,,,,,,,,
20.08.13,214.83,,,,,,,,
21.08.13,213.61,,,,,,,,
22.08.13,215.52,,,,,,,,
23.08.13,216.37,,,,,,,,
26.08.13,215.55,,,,,,,,
27.08.13,212.12,,,,,,,,
28.08.13,212.68,,,,,,,,
29.08.13,213.13,,,,,,,,
30.08.13,212.38,,,,,,,,
03.09.13,213.32,,,,,,,,
04.09.13,215.12,,,,,,,,
05.09.13,215.44,,,,,,,,
06.09.13,215.48,,,,,,,,
09.09.13,217.66,,,,,,,,
10.09.13,219.28,,,,,,,,
11.09.13,219.95,,,,,,,,
12.09.13,219.2,,,,,,,,
13.09.13,219.76,,,,,,,,
16.09.13,220.94,,,,,,,,
17.09.13,221.89,,,,,,,,
18.09.13,224.56,,,,,,,,
19.09.13,224.15,,,,,,,,
20.09.13,222.51,,,,,,,,
23.09.13,221.59,,,,,,,,
24.09.13,220.98,,,,,,,,
25.09.13,220.4,,,,,,,,
26.09.13,221.16,,,,,,,,
27.09.13,220.3,,,,,,,,
30.09.13,219,,,,,,,,
01.10.13,220.82,,,,,,,,
02.10.13,220.69,,,,,,,,
03.10.13,218.65,,,,,,,,
04.10.13,220.21,,,,,,,,
07.10.13,218.35,,,,,,,,
08.10.13,215.66,,,,,,,,
09.10.13,215.67,,,,,,,,
10.10.13,220.42,,,,,,,,
11.10.13,221.78,,,,,,,,
14.10.13,222.81,,,,,,,,
15.10.13,221.27,,,,,,,,
16.10.13,224.29,,,,,,,,
17.10.13,225.8,,,,,,,,
18.10.13,227.36,,,,,,,,
21.10.13,227.44,,,,,,,,
22.10.13,228.68,,,,,,,,
23.10.13,227.52,,,,,,,,
24.10.13,228.25,,,,,,,,
25.10.13,229.24,,,,,,,,
28.10.13,229.64,,,,,,,,
29.10.13,230.93,,,,,,,,
30.10.13,229.82,,,,,,,,
31.10.13,228.88,,,,,,,,
01.11.13,229.51,,,,,,,,
04.11.13,230.33,,,,,,,,
05.11.13,229.68,,,,,,,,
06.11.13,230.72,,,,,,,,
07.11.13,227.71,,,,,,,,
08.11.13,230.78,,,,,,,,
11.11.13,230.97,,,,,,,,
12.11.13,230.32,,,,,,,,
13.11.13,232.2,,,,,,,,
14.11.13,233.3,,,,,,,,
15.11.13,234.27,,,,,,,,
18.11.13,233.4,,,,,,,,
19.11.13,232.91,,,,,,,,
20.11.13,232.05,,,,,,,,
21.11.13,233.82,,,,,,,,
22.11.13,234.97,,,,,,,,
25.11.13,234.64,,,,,,,,
26.11.13,234.67,,,,,,,,
27.11.13,235.24,,,,,,,,
